name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,brand,car_age,km_per_year
Maruti Ertiga VXI,2014,600000,20000,Petrol,Individual,Manual,1,Maruti,6,2857
Hyundai i20 1.4 Magna ABS,2009,180000,60000,Diesel,Individual,Manual,2,Hyundai,11,5000
Maruti Alto LXi,2007,100000,195000,Petrol,Individual,Manual,1,Maruti,13,13928
Maruti Alto LXi,2010,120000,90000,Petrol,Individual,Manual,2,Maruti,10,8181
Hyundai Getz GL,2006,130000,80000,Petrol,Individual,Manual,3,Hyundai,14,5333
Maruti Wagon R LX BS IV,2011,160000,155000,Petrol,Individual,Manual,1,Maruti,9,15500
Mahindra Bolero Power Plus SLX,2019,860000,35000,Diesel,Individual,Manual,1,Mahindra,1,17500
Hyundai i20 1.2 Spotz,2018,650000,20000,Petrol,Individual,Manual,2,Hyundai,2,6666
Maruti Wagon R LXI Minor,2010,100000,80000,Petrol,Individual,Manual,2,Maruti,10,7272
Maruti Alto 800 VXI,2017,282000,20000,Petrol,Individual,Manual,1,Maruti,3,5000
Hyundai i20 Asta (o),2009,300000,50000,Petrol,Individual,Manual,1,Hyundai,11,4166
Hyundai i20 Asta,2010,270000,110000,Petrol,Individual,Manual,2,Hyundai,10,10000
Hyundai Verna 1.6 SX CRDi (O),2013,550000,29000,Diesel,Individual,Manual,1,Hyundai,7,3625
Mahindra Xylo D2 BSIV,2013,450000,120000,Diesel,Individual,Manual,1,Mahindra,7,15000
Mahindra Bolero SLX 2WD BSIII,2011,430000,70000,Diesel,Individual,Manual,2,Mahindra,9,7000
Maruti Ertiga VXI ABS,2013,350000,40000,Petrol,Individual,Manual,1,Maruti,7,5000
Honda Brio 1.2 E MT,2017,350000,20000,Petrol,Individual,Manual,1,Honda,3,5000
Toyota Etios Liva G,2013,229999,50000,Petrol,Individual,Manual,2,Toyota,7,6250
Maruti Alto 800 LXI,2013,110000,50000,Petrol,Individual,Manual,1,Maruti,7,6250
Maruti Swift Dzire 1.2 Vxi BSIV,2012,395000,49000,Petrol,Individual,Manual,2,Maruti,8,5444
Mahindra Scorpio VLS AT 2.2 mHAWK,2011,650000,70000,Diesel,Individual,Automatic,2,Mahindra,9,7000
Mahindra Bolero SLX,2011,350000,90000,Diesel,Individual,Manual,2,Mahindra,9,9000
Mahindra XUV500 W11 Option AWD,2020,1400000,25000,Diesel,Dealer,Manual,1,Mahindra,0,25000
Tata Tiago 1.2 Revotron XZ,2018,360000,4000,Petrol,Individual,Manual,1,Tata,2,1333
Mahindra Marazzo M8 8Str,2018,1300000,10000,Diesel,Individual,Manual,1,Mahindra,2,3333
Renault Duster 110PS Diesel RxL,2015,800000,15000,Diesel,Individual,Manual,1,Renault,5,2500
Hyundai EON Magna Plus,2018,229999,30000,Petrol,Individual,Manual,1,Hyundai,2,10000
Maruti Wagon R VXI,2014,315000,41000,Petrol,Dealer,Manual,1,Maruti,6,5857
Chevrolet Spark 1.0 LT,2012,125000,28000,Petrol,Individual,Manual,1,Chevrolet,8,3111
Maruti Baleno Alpha,2019,700000,16000,Petrol,Individual,Manual,1,Maruti,1,8000
Hyundai EON 1.0 Kappa Magna Plus,2015,160000,70000,Petrol,Individual,Manual,1,Hyundai,5,11666
Ford Figo Aspire 1.2 Ti-VCT Trend,2017,530000,10832,Petrol,Dealer,Manual,1,Ford,3,2708
Ford Figo Aspire Facelift,2018,624000,14681,Diesel,Dealer,Manual,1,Ford,2,4893
Hyundai i10 Era,2009,250000,50000,Petrol,Individual,Manual,1,Hyundai,11,4166
Mahindra Bolero SLX,2016,585000,51000,Diesel,Dealer,Manual,1,Mahindra,4,10200
Hyundai Verna 1.4 VTVT,2015,500000,25000,Petrol,Individual,Manual,1,Hyundai,5,4166
Chevrolet Sail 1.2 LT ABS,2014,350000,30000,Petrol,Individual,Manual,1,Chevrolet,6,4285
Honda City i-DTEC SV,2014,495000,80000,Diesel,Dealer,Manual,1,Honda,6,11428
Hyundai Grand i10 1.2 Kappa Asta,2017,500000,50000,Petrol,Individual,Manual,1,Hyundai,3,12500
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,430000,200000,Diesel,Individual,Manual,1,Mahindra,5,33333
Hyundai Grand i10 1.2 Kappa Sportz Option,2013,345000,44000,Petrol,Dealer,Manual,1,Hyundai,7,5500
Maruti Baleno Sigma 1.2,2015,500000,10000,Petrol,Individual,Manual,1,Maruti,5,1666
Tata Tiago 1.2 Revotron XZ,2019,425000,19600,Petrol,Individual,Manual,1,Tata,1,9800
Maruti Wagon R LXI,2005,80000,40000,Petrol,Individual,Manual,2,Maruti,15,2500
Chevrolet Beat Diesel LS,2011,106000,50000,Diesel,Individual,Manual,1,Chevrolet,9,5000
Maruti A-Star Vxi,2009,180000,46730,Petrol,Individual,Manual,1,Maruti,11,3894
Datsun GO A,2015,250000,40000,Petrol,Individual,Manual,2,Datsun,5,6666
Skoda Yeti Ambition 4WD,2011,350000,80000,Diesel,Individual,Manual,1,Skoda,9,8000
Maruti Zen LXi BSII,2002,60000,80000,Petrol,Individual,Manual,2,Maruti,18,4210
Hyundai Verna CRDi 1.6 EX,2018,900000,24000,Diesel,Individual,Manual,1,Hyundai,2,8000
Ford Aspire Titanium Diesel BSIV,2017,700000,21170,Diesel,Dealer,Manual,1,Ford,3,5292
BMW 3 Series 320d Sport,2013,2000000,167223,Diesel,Dealer,Automatic,1,BMW,7,20902
Maruti Ertiga SHVS ZDI Plus,2017,1000000,40000,Diesel,Individual,Manual,1,Maruti,3,10000
BMW X1 sDrive 20d Exclusive,2011,1375000,60000,Diesel,Individual,Automatic,1,BMW,9,6000
Toyota Innova Crysta 2.4 VX MT,2016,1800000,141440,Diesel,Dealer,Manual,1,Toyota,4,28288
Chevrolet Tavera Neo 3 10 Seats BSIV,2007,160000,120000,Diesel,Individual,Manual,3,Chevrolet,13,8571
Mitsubishi Outlander 2.4,2012,525000,140000,Petrol,Individual,Automatic,1,Other,8,15555
Mahindra XUV500 W8 2WD,2012,850000,212814,Diesel,Dealer,Manual,1,Mahindra,8,23646
Maruti Baleno Alpha 1.3,2019,800000,30000,Diesel,Individual,Manual,1,Maruti,1,15000
Ford Figo Aspire 1.5 TDCi Titanium,2017,700000,88635,Diesel,Dealer,Manual,1,Ford,3,22158
Maruti Swift Dzire VDI,2018,800000,25000,Diesel,Individual,Manual,1,Maruti,2,8333
Hyundai i20 1.2 Spotz,2017,575000,20000,Petrol,Individual,Manual,2,Hyundai,3,5000
Renault Duster 110PS Diesel RxZ,2012,350000,110000,Diesel,Individual,Manual,2,Renault,8,12222
Maruti Swift Vdi BSIII,2008,250000,120000,Diesel,Individual,Manual,3,Maruti,12,9230
Ford Endeavour Titanium 4X2,2011,600000,149674,Diesel,Dealer,Manual,2,Ford,9,14967
Mahindra Scorpio 2.6 Turbo 9 Str,2007,370000,100000,Diesel,Individual,Manual,3,Mahindra,13,7142
Maruti Baleno Vxi,2006,80000,120000,Petrol,Individual,Manual,3,Maruti,14,8000
Tata Indica DLX,2003,50000,120000,Diesel,Individual,Manual,2,Tata,17,6666
Hyundai Verna CRDi 1.6 EX,2018,900000,25000,Diesel,Individual,Manual,1,Hyundai,2,8333
Maruti Wagon R VXI BS IV,2014,300000,35000,Petrol,Individual,Manual,2,Maruti,6,5000
Tata Indica LSI,2002,125000,40000,Petrol,Individual,Manual,1,Tata,18,2105
Maruti Swift Dzire VDI,2015,490000,60000,Diesel,Individual,Manual,2,Maruti,5,10000
Toyota Etios Liva GD,2012,300000,50000,Diesel,Individual,Manual,2,Toyota,8,5555
Tata Nano STD,2013,55000,25000,Petrol,Individual,Manual,4,Tata,7,3125
Hyundai Grand i10 Sportz,2016,350000,25000,Petrol,Individual,Manual,1,Hyundai,4,5000
Hyundai Grand i10 1.2 CRDi Asta,2019,755000,8000,Diesel,Individual,Manual,1,Hyundai,1,4000
Maruti Ertiga SHVS VDI,2017,720000,60000,Diesel,Individual,Manual,1,Maruti,3,15000
Mahindra Bolero SLX,2006,229999,200000,Diesel,Individual,Manual,3,Mahindra,14,13333
Mahindra Scorpio S7 140 BSIV,2018,1100000,20000,Diesel,Individual,Manual,1,Mahindra,2,6666
Volkswagen Polo Petrol Comfortline 1.2L,2013,400000,100000,Petrol,Individual,Manual,1,Volkswagen,7,12500
Hyundai Xcent 1.1 CRDi Base,2015,350000,70000,Diesel,Individual,Manual,2,Hyundai,5,11666
Chevrolet Beat Diesel PS,2012,159000,68000,Diesel,Dealer,Manual,1,Chevrolet,8,7555
Maruti Swift ZXi BSIV,2017,550000,38000,Petrol,Dealer,Manual,1,Maruti,3,9500
Maruti Ritz VDi,2013,335000,80000,Diesel,Dealer,Manual,1,Maruti,7,10000
Tata Indigo CS Emax CNG GLX,2014,185000,72000,Other,Dealer,Manual,1,Tata,6,10285
Maruti Eeco 5 STR With AC Plus HTR CNG,2012,229999,75000,Other,Dealer,Manual,1,Maruti,8,8333
Maruti Estilo LXI,2014,225000,43000,Petrol,Dealer,Manual,1,Maruti,6,6142
Maruti Swift VXI with ABS,2007,250000,120000,Petrol,Individual,Manual,2,Maruti,13,8571
Tata Zest Quadrajet 1.3 XM,2015,400000,100000,Diesel,Individual,Manual,1,Tata,5,16666
Maruti Swift VDI BSIV,2014,470000,163000,Diesel,Individual,Manual,1,Maruti,6,23285
Maruti Alto K10 VXI AGS Optional,2018,300000,25000,Petrol,Individual,Automatic,1,Maruti,2,8333
Maruti Alto LX,2011,145000,25000,Petrol,Individual,Manual,1,Maruti,9,2500
Maruti SX4 Vxi BSIII,2007,100000,90000,Petrol,Individual,Manual,2,Maruti,13,6428
Mahindra Scorpio SLE BSIV,2014,500000,70000,Diesel,Individual,Manual,2,Mahindra,6,10000
Hyundai Santro Xing GLS CNG,2010,130000,98000,Other,Individual,Manual,2,Hyundai,10,8909
Chevrolet Cruze LTZ,2010,240000,81925,Diesel,Individual,Manual,1,Chevrolet,10,7447
Ford Figo Diesel Celebration Edition,2013,150000,80000,Diesel,Individual,Manual,2,Ford,7,10000
Renault KWID RXT Optional,2017,270000,40000,Petrol,Individual,Manual,1,Renault,3,10000
Maruti Swift Dzire VDI,2014,400000,90000,Diesel,Individual,Manual,1,Maruti,6,12857
Hyundai EON Era Plus,2012,200000,46000,Petrol,Individual,Manual,1,Hyundai,8,5111
Mahindra XUV500 W6 2WD,2012,550000,80000,Diesel,Individual,Manual,1,Mahindra,8,8888
Renault KWID 1.0 RXT Optional,2018,325000,35000,Petrol,Individual,Manual,1,Renault,2,11666
Skoda Rapid 1.5 TDI AT Style BSIV,2017,860000,82080,Diesel,Individual,Automatic,1,Skoda,3,20520
Mahindra XUV500 W8 2WD,2012,600000,200000,Diesel,Individual,Manual,1,Mahindra,8,22222
Chevrolet Spark 1.0,2009,125000,70000,Petrol,Individual,Manual,1,Chevrolet,11,5833
Maruti 800 AC,2000,60000,40000,Petrol,Individual,Manual,3,Maruti,20,1904
Chevrolet Tavera Neo 3 10 Seats BSIV,2010,300000,120000,Diesel,Individual,Manual,3,Chevrolet,10,10909
Ford Fiesta 1.6 ZXi Duratec,2007,190000,60000,Petrol,Individual,Manual,3,Ford,13,4285
Maruti Ertiga VDI,2013,400000,110000,Diesel,Individual,Manual,1,Maruti,7,13750
Tata Manza Aura Quadrajet BS IV,2011,260000,97000,Diesel,Individual,Manual,2,Tata,9,9700
Maruti Swift VVT VXI,2017,400000,30000,Petrol,Individual,Manual,1,Maruti,3,7500
Hyundai i20 Sportz Petrol,2010,250000,40000,Petrol,Individual,Manual,1,Hyundai,10,3636
Hyundai Grand i10 1.2 Kappa Asta,2019,600000,10000,Petrol,Individual,Manual,1,Hyundai,1,5000
Maruti Zen Estilo VXI BSIV,2010,175000,52047,Petrol,Individual,Manual,1,Maruti,10,4731
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,450000,200000,Diesel,Individual,Manual,3,Toyota,9,20000
Tata Tiago 1.2 Revotron XZA,2019,350000,15000,Petrol,Individual,Automatic,2,Tata,1,7500
Maruti Vitara Brezza ZDi,2018,800000,50000,Diesel,Individual,Manual,1,Maruti,2,16666
Maruti Swift VXI BSIII,2011,250000,70000,Petrol,Individual,Manual,2,Maruti,9,7000
Maruti Swift VXI BSIV,2019,600000,10000,Petrol,Individual,Manual,1,Maruti,1,5000
Maruti Swift VDI BSIV,2017,600000,90000,Diesel,Individual,Manual,1,Maruti,3,22500
Maruti Alto 800 LXI,2016,130000,40000,Petrol,Individual,Manual,1,Maruti,4,8000
Maruti Wagon R LXI,2006,90000,62009,Petrol,Individual,Manual,2,Maruti,14,4133
Hyundai i20 Active 1.2 S,2017,595000,33100,Petrol,Individual,Manual,2,Hyundai,3,8275
Hyundai EON Era Plus,2014,190000,40000,Petrol,Individual,Manual,2,Hyundai,6,5714
Hyundai Santro GLS I - Euro I,1999,50000,120000,Petrol,Individual,Manual,2,Hyundai,21,5454
Maruti Wagon R LXI Minor,2007,95000,80000,Petrol,Individual,Manual,1,Maruti,13,5714
Tata Safari Storme VX,2016,1000000,70000,Diesel,Individual,Manual,1,Tata,4,14000
Mahindra Scorpio REV 116,2006,220000,220000,Petrol,Individual,Manual,2,Mahindra,14,14666
Mahindra Bolero SLX,2010,400000,50000,Diesel,Individual,Manual,1,Mahindra,10,4545
Datsun GO Plus A,2015,315000,45000,Petrol,Individual,Manual,2,Datsun,5,7500
Toyota Fortuner 4x4 MT,2014,1000000,110000,Diesel,Individual,Manual,1,Toyota,6,15714
Ford Ecosport 1.5 DV5 MT Titanium,2014,500000,49000,Diesel,Individual,Manual,1,Ford,6,7000
Mahindra XUV500 W11 AT BSIV,2018,1600000,35000,Diesel,Individual,Automatic,1,Mahindra,2,11666
Mahindra Supro VX 8 Str,2017,500000,160000,Diesel,Individual,Manual,1,Mahindra,3,40000
Maruti Alto LX,2007,70000,180000,Petrol,Individual,Manual,3,Maruti,13,12857
Maruti 800 AC,2007,105000,60000,Petrol,Individual,Manual,2,Maruti,13,4285
Ford Endeavour 2.5L 4X2 MT,2008,400000,110000,Diesel,Individual,Manual,3,Ford,12,8461
Maruti Wagon R LXI,2004,80000,60000,Petrol,Individual,Manual,3,Maruti,16,3529
Maruti Alto 800 VXI,2016,300000,30000,Petrol,Individual,Manual,1,Maruti,4,6000
Mahindra KUV 100 D75 K2,2017,409999,40000,Diesel,Individual,Manual,1,Mahindra,3,10000
Maruti Swift Glam,2009,250000,70000,Petrol,Individual,Manual,1,Maruti,11,5833
Tata New Safari DICOR 2.2 EX 4x2,2010,250000,120000,Diesel,Individual,Manual,2,Tata,10,10909
Maruti Swift Dzire VDI,2012,215000,80000,Diesel,Individual,Manual,3,Maruti,8,8888
Toyota Fortuner 4x4 MT,2015,1400000,120000,Diesel,Individual,Manual,1,Toyota,5,20000
Honda Brio 1.2 VX MT,2018,475000,20000,Petrol,Individual,Manual,1,Honda,2,6666
Honda Brio 1.2 VX MT,2018,475000,22000,Petrol,Individual,Manual,1,Honda,2,7333
Chevrolet Spark 1.0 LS,2008,75000,35000,Petrol,Individual,Manual,2,Chevrolet,12,2692
Chevrolet Sail Hatchback LS ABS,2013,200000,120000,Diesel,Individual,Manual,2,Chevrolet,7,15000
Tata Tiago NRG Petrol,2019,575000,8000,Petrol,Individual,Manual,1,Tata,1,4000
Maruti Ritz VDi,2011,150000,40000,Diesel,Individual,Manual,2,Maruti,9,4000
Maruti Vitara Brezza ZDi Plus,2018,850000,10000,Diesel,Individual,Manual,1,Maruti,2,3333
Hyundai Santro Era,2019,350000,30000,Petrol,Individual,Manual,1,Hyundai,1,15000
Ford Endeavour 2.5L 4X2 MT,2011,550000,54000,Diesel,Individual,Manual,2,Ford,9,5400
Hyundai Verna 1.4 VTVT,2017,330000,80577,Petrol,Individual,Manual,1,Hyundai,3,20144
Honda City i-DTEC V,2017,1044999,25000,Diesel,Individual,Manual,1,Honda,3,6250
Hyundai Verna 1.6 CRDI,2011,300000,127500,Diesel,Individual,Manual,2,Hyundai,9,12750
Hyundai EON D Lite Plus,2015,235000,40903,Petrol,Dealer,Manual,1,Hyundai,5,6817
Ford Figo Petrol Titanium,2011,120000,60000,Petrol,Individual,Manual,3,Ford,9,6000
Maruti Wagon R VXI,2004,130000,46000,Petrol,Individual,Manual,1,Maruti,16,2705
Ford Endeavour 4x4 XLT,2004,275000,22288,Diesel,Dealer,Manual,2,Ford,16,1311
Volkswagen Jetta 2.0 TDI Trendline,2011,270000,180000,Diesel,Individual,Manual,2,Volkswagen,9,18000
Volkswagen Polo 1.5 TDI Highline,2015,500000,30000,Diesel,Individual,Manual,2,Volkswagen,5,5000
Hyundai Grand i10 Sportz,2015,400000,61690,Petrol,Dealer,Manual,1,Hyundai,5,10281
Hyundai i20 Asta 1.2,2015,600000,64484,Petrol,Dealer,Manual,1,Hyundai,5,10747
Audi Q5 2.0 TDI,2012,1350000,90000,Diesel,Individual,Automatic,2,Audi,8,10000
Renault Duster 85PS Diesel RxE,2013,400000,75976,Diesel,Dealer,Manual,2,Renault,7,9497
Ford Figo Diesel Titanium,2011,220000,70000,Diesel,Individual,Manual,2,Ford,9,7000
Honda Brio E MT,2012,300000,85962,Petrol,Dealer,Manual,2,Honda,8,9551
Maruti Omni E MPI STD BS IV,2018,250000,120000,Petrol,Individual,Manual,1,Maruti,2,40000
Honda Mobilio V i DTEC,2015,600000,120000,Diesel,Individual,Manual,1,Honda,5,20000
Honda Brio S Option AT,2012,285000,75000,Petrol,Individual,Automatic,2,Honda,8,8333
Honda Accord 2.4 MT,2009,350000,57035,Petrol,Dealer,Manual,1,Honda,11,4752
Mahindra Bolero SLX,2011,170000,70000,Diesel,Individual,Manual,3,Mahindra,9,7000
Ford Figo 1.2P Ambiente MT,2015,229999,45000,Petrol,Individual,Manual,1,Ford,5,7500
Mahindra XUV500 W6 2WD,2013,500000,72104,Diesel,Dealer,Manual,2,Mahindra,7,9013
Tata Nano Lx,2011,75000,15000,Petrol,Individual,Manual,1,Tata,9,1500
Hyundai i20 Active 1.2 SX,2016,600000,30000,Petrol,Individual,Manual,1,Hyundai,4,6000
Tata Indigo LS Dicor,2011,220000,80000,Diesel,Individual,Manual,1,Tata,9,8000
Tata Indica Vista Terra 1.4 TDI,2009,150000,164000,Diesel,Individual,Manual,2,Tata,11,13666
Maruti Alto LX,2006,65000,124439,Petrol,Individual,Manual,2,Maruti,14,8295
Maruti Zen VXI,2006,120000,77000,Petrol,Individual,Manual,2,Maruti,14,5133
Maruti Swift Dzire VDI,2014,240000,90000,Diesel,Individual,Manual,1,Maruti,6,12857
Renault KWID 1.0 RXT Optional,2017,390000,30000,Petrol,Individual,Manual,1,Renault,3,7500
Chevrolet Beat LS,2012,180000,50000,Petrol,Individual,Manual,1,Chevrolet,8,5555
Maruti Swift VDI,2012,320000,80000,Diesel,Individual,Manual,2,Maruti,8,8888
Maruti Alto 800 LXI,2018,310000,5000,Petrol,Individual,Manual,1,Maruti,2,1666
Maruti Wagon R AMT VXI,2018,420000,24000,Petrol,Individual,Automatic,1,Maruti,2,8000
Tata Tiago NRG Petrol,2019,550000,10000,Petrol,Individual,Manual,1,Tata,1,5000
Maruti Ertiga SHVS VDI,2016,550000,78000,Diesel,Individual,Manual,3,Maruti,4,15600
Mahindra TUV 300 T4 Plus,2018,760000,50000,Diesel,Individual,Manual,1,Mahindra,2,16666
Maruti 800 AC BSII,2001,43000,100000,Petrol,Individual,Manual,2,Maruti,19,5000
Maruti Omni MPI STD BSIV,2018,250000,20000,Petrol,Individual,Manual,1,Maruti,2,6666
Hyundai Santro Magna BSIV,2019,500000,1250,Petrol,Individual,Manual,1,Hyundai,1,625
Tata Zest Revotron 1.2 XT,2015,380000,17152,Petrol,Individual,Manual,1,Tata,5,2858
Mahindra XUV500 W11 Option AT AWD,2019,1850000,5000,Diesel,Individual,Automatic,1,Mahindra,1,2500
Volkswagen Polo Diesel Trendline 1.2L,2012,350000,77000,Diesel,Individual,Manual,1,Volkswagen,8,8555
Hyundai Verna CRDi,2008,195000,90000,Diesel,Individual,Manual,2,Hyundai,12,6923
Chevrolet Beat LS,2011,225000,80000,Petrol,Individual,Manual,2,Chevrolet,9,8000
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,1125000,65000,Diesel,Individual,Manual,1,Toyota,5,10833
Tata Indica Vista Quadrajet LX,2011,133000,80000,Diesel,Individual,Manual,1,Tata,9,8000
Hyundai EON Era Plus,2013,200000,24005,Petrol,Individual,Manual,1,Hyundai,7,3000
Maruti Vitara Brezza ZDi Plus,2018,940000,20000,Diesel,Individual,Manual,1,Maruti,2,6666
Renault Duster 85PS Diesel RxL,2014,400000,120000,Diesel,Individual,Manual,1,Renault,6,17142
Hyundai i10 Era 1.1,2009,120000,120000,Petrol,Individual,Manual,2,Hyundai,11,10000
Maruti Swift Dzire ZDI,2015,625000,80000,Diesel,Individual,Manual,1,Maruti,5,13333
Maruti Swift 1.3 VXi,2005,110000,80000,Petrol,Individual,Manual,1,Maruti,15,5000
Renault Duster 110PS Diesel RxZ,2012,490000,100000,Diesel,Individual,Manual,1,Renault,8,11111
Maruti Alto LX,2009,140000,120000,Petrol,Individual,Manual,2,Maruti,11,10000
Ford Figo Diesel ZXI,2011,175000,149000,Diesel,Individual,Manual,2,Ford,9,14900
Maruti Wagon R LXI BSIII,2005,90000,65000,Petrol,Individual,Manual,2,Maruti,15,4062
Maruti Swift Ldi BSIV,2009,275000,100000,Diesel,Individual,Manual,2,Maruti,11,8333
Volkswagen Vento Diesel Highline,2011,300000,65000,Diesel,Individual,Manual,2,Volkswagen,9,6500
Datsun GO Plus T Option BSIV,2018,270000,19000,Petrol,Individual,Manual,2,Datsun,2,6333
Chevrolet Beat LT,2010,130000,80000,Petrol,Individual,Manual,2,Chevrolet,10,7272
Maruti Alto K10 VXI Airbag,2015,275000,30000,Petrol,Individual,Manual,1,Maruti,5,5000
Maruti Swift VDI,2012,352000,109000,Diesel,Individual,Manual,1,Maruti,8,12111
Hyundai EON LPG Magna Plus,2012,180000,90000,Other,Individual,Manual,1,Hyundai,8,10000
Maruti Alto LX,2012,150000,90000,Petrol,Individual,Manual,1,Maruti,8,10000
Volkswagen Vento Diesel Highline,2011,300000,65000,Diesel,Individual,Manual,2,Volkswagen,9,6500
Maruti Swift Vdi BSIII,2010,300000,110000,Diesel,Individual,Manual,2,Maruti,10,10000
Mahindra Bolero DI DX 7 Seater,2007,225000,120000,Diesel,Individual,Manual,1,Mahindra,13,8571
Honda Mobilio V i DTEC,2014,600000,44000,Diesel,Individual,Manual,1,Honda,6,6285
Maruti Ertiga BSIV ZXI,2015,500000,80000,Petrol,Individual,Manual,1,Maruti,5,13333
Honda BR-V i-VTEC S MT,2018,900000,5000,Petrol,Individual,Manual,1,Honda,2,1666
Hyundai i20 Magna 1.2,2016,600000,61000,Petrol,Individual,Manual,1,Hyundai,4,12200
Toyota Etios VD,2011,450000,100000,Diesel,Individual,Manual,2,Toyota,9,10000
Hyundai i10 Era 1.1,2009,270000,27633,Petrol,Individual,Manual,1,Hyundai,11,2302
Maruti Swift Vdi BSIII,2010,310000,100000,Diesel,Individual,Manual,3,Maruti,10,9090
Hyundai Santro Xing GLS Audio LPG,2012,250000,100000,Other,Individual,Manual,1,Hyundai,8,11111
Ford Figo 1.2P Titanium MT,2019,700000,12586,Petrol,Dealer,Manual,1,Ford,1,6293
Fiat Avventura Urban Cross 1.3 Multijet Emotion,2018,650000,38083,Diesel,Dealer,Manual,1,Fiat,2,12694
Ford Figo Diesel ZXI,2012,400000,55328,Diesel,Dealer,Manual,1,Ford,8,6147
Ford Figo Diesel Titanium,2012,425000,81632,Diesel,Dealer,Manual,1,Ford,8,9070
Ford Aspire Titanium Diesel BSIV,2016,600000,155201,Diesel,Dealer,Manual,1,Ford,4,31040
Ford EcoSport 1.5 TDCi Titanium BSIV,2013,600000,93283,Diesel,Dealer,Manual,1,Ford,7,11660
Maruti Swift Ldi BSIII,2009,300000,217871,Diesel,Dealer,Manual,1,Maruti,11,18155
Ford Fiesta Classic 1.4 Duratorq CLXI,2012,450000,90165,Diesel,Dealer,Manual,1,Ford,8,10018
Ford Ecosport 1.5 DV5 MT Titanium,2014,750000,101504,Diesel,Dealer,Manual,1,Ford,6,14500
Ford Figo Titanium Diesel BSIV,2010,325000,86017,Diesel,Dealer,Manual,2,Ford,10,7819
Mahindra XUV500 W8 2WD,2013,900000,85036,Diesel,Dealer,Manual,2,Mahindra,7,10629
Ford Ikon 1.3L Rocam Flair,2006,180000,91086,Petrol,Dealer,Manual,2,Ford,14,6072
Fiat Punto 1.3 Emotion,2013,350000,160254,Diesel,Dealer,Manual,2,Fiat,7,20031
Ford EcoSport 1.5 TDCi Titanium BSIV,2013,600000,125531,Diesel,Dealer,Manual,2,Ford,7,15691
Honda WR-V i-DTEC V,2019,900000,60000,Diesel,Individual,Manual,1,Honda,1,30000
Skoda Laura L n K 1.9 PD,2006,350000,100000,Diesel,Individual,Manual,1,Skoda,14,6666
Maruti Ritz LDi,2013,280000,90000,Diesel,Individual,Manual,3,Maruti,7,11250
Mahindra Xylo D2,2009,225000,120000,Diesel,Individual,Manual,2,Mahindra,11,10000
Honda City i DTEC S,2014,520000,82000,Diesel,Individual,Manual,1,Honda,6,11714
Mahindra Scorpio 1.99 S4,2016,509999,60000,Diesel,Individual,Manual,1,Mahindra,4,12000
Maruti Baleno Alpha 1.2,2019,556000,24000,Petrol,Individual,Manual,1,Maruti,1,12000
Tata Indigo Grand Dicor,2014,225000,120000,Diesel,Individual,Manual,1,Tata,6,17142
Honda Amaze EX i-Dtech,2013,325000,65000,Diesel,Dealer,Manual,1,Honda,7,8125
Maruti Swift VDI,2013,365000,65000,Diesel,Dealer,Manual,1,Maruti,7,8125
Hyundai Creta 1.6 CRDi SX Plus,2015,850000,84000,Diesel,Dealer,Manual,1,Hyundai,5,14000
Toyota Etios GD SP,2013,350000,75000,Diesel,Dealer,Manual,1,Toyota,7,9375
Maruti Swift VDI,2007,225000,50000,Diesel,Dealer,Manual,1,Maruti,13,3571
Maruti Alto LX,2011,135000,50000,Petrol,Individual,Manual,1,Maruti,9,5000
Maruti Wagon R LXI Minor,2007,140000,49000,Petrol,Dealer,Manual,1,Maruti,13,3500
Maruti SX4 S Cross DDiS 320 Delta,2016,665000,560000,Diesel,Dealer,Manual,1,Maruti,4,112000
Renault KWID RXT,2015,275000,14365,Petrol,Dealer,Manual,1,Renault,5,2394
Toyota Fortuner 2.8 4WD AT BSIV,2017,2750000,41000,Diesel,Individual,Automatic,1,Toyota,3,10250
Hyundai Verna 1.6 SX,2013,484999,65000,Diesel,Dealer,Manual,1,Hyundai,7,8125
Maruti Ciaz VDi Option SHVS,2015,565000,65000,Diesel,Dealer,Manual,1,Maruti,5,10833
